,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Connecticut ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Katie Lou Samuelson,37,5,12,.417,1,3,.333,4,9,.444,1,2,.500,1,1,2,2,0,0,1,3,15
1,Kia Nurse,37,4,9,.444,2,2,1.000,2,7,.286,0,0,,0,1,1,4,0,0,1,1,10
2,Napheesa Collier,33,6,13,.462,6,12,.500,0,1,.000,4,8,.500,3,8,11,2,0,2,1,2,16
3,Gabby Williams,33,7,11,.636,7,11,.636,0,0,,1,1,1.000,1,6,7,6,2,2,2,2,15
4,Crystal Dangerfield,29,2,6,.333,0,2,.000,2,4,.500,0,0,,0,0,0,3,4,0,4,0,6
6,Azura Stevens,18,3,9,.333,3,9,.333,0,0,,2,3,.667,5,7,12,1,2,3,2,1,8
7,Megan Walker,9,1,2,.500,1,2,.500,0,0,,0,0,,1,2,3,0,0,0,0,1,2
8,Kyla Irwin,2,0,0,,0,0,,0,0,,0,2,.000,0,0,0,0,0,0,0,0,0
9,Molly Bent,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
10,Batouly Camara,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
11,School Totals,200,28,62,.452,20,41,.488,8,21,.381,8,16,.500,11,25,36,18,8,7,11,11,72
