,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Tina Charles,4,13,4,13,0,0,1,5,2,9,2,1,6,3,1,9,0.07692307692307693,0.6666666666666666
1,Maya Moore,9,18,6,13,3,5,2,5,5,6,1,0,0,3,2,23,0.1111111111111111,0.3333333333333333
2,Caroline Doty,3,11,1,3,2,8,0,0,0,5,3,0,0,0,0,8,0.0,0.0
3,Kalana Greene,1,4,1,4,0,0,4,6,2,3,1,1,1,1,3,6,1.0,1.0
4,Tiffany Hayes,2,8,1,3,1,5,2,6,1,2,1,1,0,3,3,7,0.25,0.3333333333333333
7,School Totals,19,58,13,38,6,20,9,22,10,32,9,5,7,10,9,53,0.15517241379310345,0.9
