,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,South Dakota State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Macie Michelson,31,3,9,.333,3,6,.500,0,3,.000,1,2,.500,0,1,1,2,0,0,0,2,7
1,Kristin Rotert,29,1,8,.125,0,5,.000,1,3,.333,4,4,1.000,0,4,4,2,1,1,1,2,7
2,Jill Young,24,3,8,.375,0,1,.000,3,7,.429,0,0,,0,1,1,1,0,0,0,1,9
3,Jennie Sunnarborg,18,3,10,.300,3,9,.333,0,1,.000,1,1,1.000,0,0,0,1,0,0,4,4,7
4,Katie Lingle,17,2,4,.500,2,4,.500,0,0,,0,0,,1,4,5,0,1,0,0,5,4
6,Leah Dietel,22,0,1,.000,0,1,.000,0,0,,0,0,,0,3,3,3,0,1,1,2,0
7,Hannah Strop,21,2,4,.500,1,1,1.000,1,3,.333,0,0,,0,2,2,1,0,0,0,0,5
8,Ashley Eide,17,3,4,.750,3,4,.750,0,0,,4,4,1.000,0,4,4,0,0,0,2,1,10
9,Tara Heiser,10,1,3,.333,1,2,.500,0,1,.000,2,2,1.000,1,0,1,2,2,0,2,0,4
10,Jennifer Schuttloffel,8,0,0,,0,0,,0,0,,3,4,.750,0,2,2,0,0,0,1,0,3
11,Steph Paluch,3,0,0,,0,0,,0,0,,0,1,.000,2,0,2,0,0,0,0,0,0
12,School Totals,200,18,51,.353,13,33,.394,5,18,.278,15,18,.833,4,21,25,12,4,2,11,17,56
