,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Ohio State ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jordan Jones,34,.334,.350,.600,.100,12.7,17.4,14.7,15.7,0.0,0.0,16.1,16.5,83,95,
1,Jennifer George,33,.403,.353,.000,.353,6.6,18.0,11.4,6.5,0.0,0.0,4.8,28.2,94,94,
2,Lanita Bartley,33,.470,.433,.467,.133,6.6,9.0,7.6,18.2,3.2,0.0,15.9,25.8,96,89,
3,Jaterra Bonds,28,.696,.667,.500,.667,0.0,10.6,4.5,13.2,0.0,0.0,11.4,14.1,137,95,
4,Azania Stewart,22,.250,.250,.000,.000,0.0,26.9,11.4,15.0,2.4,3.8,20.0,10.2,63,82,
6,Ndidi Madu,20,.643,.643,.143,.000,10.8,29.6,18.8,11.1,0.0,4.2,0.0,15.8,145,88,
7,Deana Allen,17,.182,.182,.091,.000,6.4,8.7,7.4,22.1,0.0,0.0,0.0,29.2,60,95,
8,Lily Svete,5,.500,.500,.667,.000,21.6,29.6,25.0,0.0,0.0,0.0,0.0,27.1,119,89,
9,Andrea Vilaro Aragones,5,1.500,1.500,1.000,.000,0.0,29.6,12.5,0.0,0.0,0.0,50.0,18.0,86,91,
10,Brittany Shine,3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,97,
11,School Totals,200,.437,.412,.284,.176,32.4,85.2,54.7,53.8,4.0,4.2,10.1,100.0,93.3,86.7,
