,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Florida ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jordan Jones,34,3,10,.300,2,4,.500,1,6,.167,0,1,.000,4,4,8,3,0,0,2,0,7
1,Jennifer George,33,6,17,.353,6,17,.353,0,0,,4,6,.667,2,4,6,1,0,0,1,1,16
2,Lanita Bartley,33,5,15,.333,2,8,.250,3,7,.429,2,2,1.000,2,2,4,3,2,0,3,0,15
3,Jaterra Bonds,28,3,6,.500,1,3,.333,2,3,.667,3,4,.750,0,2,2,2,0,0,1,1,11
4,Azania Stewart,22,1,4,.250,1,4,.250,0,0,,0,0,,0,4,4,2,1,1,1,4,2
6,Ndidi Madu,20,4,7,.571,3,6,.500,1,1,1.000,0,0,,2,4,6,1,0,1,0,1,9
7,Deana Allen,17,2,11,.182,2,10,.200,0,1,.000,0,0,,1,1,2,2,0,0,0,2,4
8,Lily Svete,5,1,3,.333,0,1,.000,1,2,.500,0,0,,1,1,2,0,0,0,0,2,3
9,Andrea Vilaro Aragones,5,1,1,1.000,0,0,,1,1,1.000,0,0,,0,1,1,0,0,0,1,1,3
10,Brittany Shine,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
11,School Totals,200,26,74,.351,17,53,.321,9,21,.429,9,13,.692,12,23,35,14,3,2,9,12,70
