,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Tennessee ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Glory Johnson,40,6,11,.545,6,11,.545,0,0,,6,6,1.000,5,2,7,2,0,0,0,3,18
1,Shekinna Stricklen,33,5,13,.385,5,9,.556,0,4,.000,6,8,.750,3,6,9,2,2,1,2,2,16
2,Vicki Baugh,32,3,8,.375,3,8,.375,0,0,,1,2,.500,2,9,11,2,0,0,1,0,7
3,Alicia Manning,8,1,3,.333,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,1,0,2
4,Briana Bass,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
6,Ariel Massengale,35,3,7,.429,1,4,.250,2,3,.667,4,4,1.000,0,3,3,5,2,0,2,2,12
7,Meighan Simmons,32,9,18,.500,7,10,.700,2,8,.250,2,2,1.000,1,3,4,0,1,0,1,1,22
8,Kamiko Williams,6,1,2,.500,1,2,.500,0,0,,2,2,1.000,0,1,1,3,0,0,0,1,4
9,Taber Spani,5,1,2,.500,0,0,,1,2,.500,0,0,,0,0,0,1,0,0,1,1,3
10,Cierra Burdick,5,0,2,.000,0,2,.000,0,0,,0,0,,2,0,2,0,1,0,0,2,0
11,School Totals,200,29,66,.439,24,48,.500,5,18,.278,21,24,.875,13,24,37,15,6,1,8,12,84
