,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Haley Jones,8,21,8,16,0,5,4,5,3,8,3,1,0,2,3,20,0.19047619047619047,1.5
1,Lacie Hull,1,4,0,2,1,2,0,0,0,9,1,2,0,0,2,3,0.0,0.0
2,Lexie Hull,2,12,2,8,0,4,0,2,1,1,0,3,0,3,2,4,0.0,0.0
3,Cameron Brink,6,14,6,13,0,1,3,4,3,4,0,3,2,2,4,15,0.21428571428571427,0.0
4,Anna Wilson,0,1,0,0,0,1,1,2,1,0,2,1,0,0,0,1,1.0,0.0
11,School Totals,23,66,19,43,4,23,8,13,11,23,10,11,3,11,16,58,0.12121212121212122,0.9090909090909091
