,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Paige Bueckers,7,13,7,12,0,1,0,0,0,4,5,2,1,5,1,14,0.0,1.0
1,Christyn Williams,3,13,1,7,2,6,2,2,0,2,2,1,0,1,0,10,0.15384615384615385,2.0
2,Olivia Nelson-Ododa,2,6,2,6,0,0,4,5,5,5,2,0,0,3,4,8,0.6666666666666666,0.6666666666666666
3,Azzi Fudd,2,8,2,6,0,2,4,4,0,4,0,1,0,3,2,8,0.5,0.0
4,Aaliyah Edwards,3,6,3,6,0,0,3,4,4,4,2,0,0,3,3,9,0.5,0.6666666666666666
8,School Totals,21,57,16,43,5,14,16,20,12,30,14,5,2,19,16,63,0.2807017543859649,0.7368421052631579
