,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Mississippi State ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Sabrina Ionescu,40,.740,.725,.400,.100,13.0,13.8,13.5,40.0,1.5,0.0,8.7,31.3,160,136,
1,Satou Sabally,40,.616,.567,.533,.400,4.3,20.7,13.5,12.0,0.0,6.0,14.5,28.2,124,133,
2,Maite Cazorla,40,.611,.611,.444,.000,0.0,3.4,1.9,21.4,0.0,0.0,10.0,13.7,143,145,
3,Ruthy Hebard,32,.707,.750,.000,.500,16.3,8.6,12.0,5.1,0.0,5.0,9.3,18.4,145,139,
4,Erin Boley,29,.576,.500,1.000,.333,0.0,9.5,5.3,0.0,2.1,0.0,12.7,14.9,112,137,
6,Oti Gildon,13,1.000,1.000,.000,.000,0.0,10.6,5.9,0.0,0.0,0.0,0.0,4.2,200,141,
7,Lydia Giomi,6,,,,,29.0,0.0,12.8,0.0,0.0,0.0,,0.0,236,145,
8,School Totals,200,.670,.653,.441,.237,34.8,55.2,46.2,56.3,3.1,10.0,10.9,100.0,135.4,129.2,
