,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Teaira McCowan,39,.688,.600,.000,.800,24.6,35.5,29.4,8.2,0.0,12.4,6.9,19.4,160,136,
1,Jazzmun Holmes,39,.486,.429,.000,.214,3.5,8.9,5.9,53.3,3.1,3.1,0.0,20.5,153,140,
2,Anriel Howard,38,.566,.571,.286,.286,14.4,9.1,12.1,13.3,1.6,0.0,6.0,23.0,135,146,
3,Andra Espinoza-Hunter,38,.667,.667,.778,.000,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.7,128,152,
4,Jordan Danberry,28,.502,.455,.000,.182,4.9,12.4,8.2,11.9,0.0,4.3,7.8,24.0,119,147,
6,Bre Scott,15,.576,.667,.500,.333,0.0,11.5,5.1,11.5,4.1,0.0,0.0,23.9,128,139,
7,Jessika Carter,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,150,
8,School Totals,199,.575,.547,.219,.297,44.8,65.2,53.8,67.7,6.2,18.2,5.2,100.0,129.2,135.4,
