,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Oklahoma ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Rachel Kent,38,.333,.333,.917,.000,0.0,9.6,4.1,4.6,2.8,2.6,7.7,15.6,71,104,
1,Destiny Perkins,34,.250,.250,.833,.000,0.0,17.9,7.7,14.3,0.0,0.0,14.3,9.4,65,110,
2,Rachel McLimore,31,.536,.385,.462,.615,5.9,11.8,8.4,6.2,0.0,3.2,19.5,30.2,99,110,
3,Macee Williams,31,.452,.400,.000,.533,23.6,19.6,21.9,42.7,3.4,3.2,5.1,28.8,117,100,
4,Madison Wise,27,.250,.250,.250,.000,6.8,0.0,3.9,6.5,1.9,0.0,20.0,16.9,57,111,
6,Natalie Andersen,17,.400,.400,.600,.000,0.0,14.3,6.1,11.1,0.0,5.9,0.0,13.4,94,108,
7,Anna Mortag,14,.636,.636,.545,.000,0.0,34.8,14.9,0.0,0.0,7.2,0.0,35.9,124,100,
8,Morgan Allen,9,1.000,1.000,.000,.000,0.0,40.6,17.4,0.0,0.0,0.0,0.0,10.1,200,104,
9,School Totals,201,.452,.410,.458,.222,27.3,75.8,48.1,50.0,6.5,12.5,10.2,100.0,93.5,101.3,
