,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Nebraska ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Taylor Thompson,40,.504,.458,.333,.333,0.0,23.7,13.0,18.8,2.6,0.0,17.9,21.2,89,96,
1,Bree Farley,37,.364,.364,.545,.000,3.5,22.8,14.1,6.1,0.0,0.0,21.4,19.1,62,103,
2,Alex Furr,33,.672,.600,.000,.400,0.0,3.2,1.8,7.0,3.2,0.0,25.4,12.1,103,105,
3,Robin Draper,21,.375,.375,.750,.000,0.0,5.0,2.8,0.0,5.0,0.0,0.0,9.6,76,99,
4,Jacinta Vandenberg,10,.500,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,8.2,0.0,10.1,99,109,
6,Alex Sheedy,29,.313,.222,.111,.889,13.3,14.5,14.0,7.6,1.8,2.8,28.5,30.5,57,101,
7,Moriah Faulk,24,.333,.333,.250,.000,0.0,17.5,9.7,23.3,0.0,3.4,7.7,27.4,68,103,
8,Raven Fox,6,.500,.500,.250,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7,92,113,
9,Toni Smith,0,,,,,,,,,,,,,,,
10,School Totals,200,.419,.390,.305,.237,12.9,71.1,44.9,38.1,9.2,6.1,17.6,100.0,72.4,97.4,
