,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Casey Morris,38,.386,.375,.333,.167,2.6,5.8,4.2,6.7,5.8,0.0,7.2,17.4,83,79,
1,Monique Smalls,36,.200,.200,.400,.000,2.8,3.1,2.9,11.8,1.5,0.0,50.0,13.2,31,89,
2,Kierra Mallard,28,.300,.300,.133,.000,10.7,27.8,18.8,10.0,2.0,7.9,11.8,28.9,65,70,
3,Christine Hyde,25,.261,.273,.091,.091,8.0,17.8,12.6,31.6,2.2,3.0,14.9,25.6,61,77,
4,Teena Wickett,16,.250,.250,.000,.000,12.5,13.9,13.2,14.3,6.9,0.0,50.0,23.8,37,71,
6,Chynna Brown,21,.500,.500,.000,.000,0.0,10.6,5.0,13.3,2.6,0.0,14.3,15.9,91,82,
7,Kelsi Baker,20,.513,.000,.500,2.000,5.0,16.7,10.5,10.0,5.5,0.0,44.4,16.1,71,71,
8,Shauntal Nobles,10,1.017,1.000,.000,1.000,0.0,11.1,5.3,0.0,0.0,0.0,25.8,18.5,144,88,
9,Jordan Barncastle,6,.833,.833,.667,.000,16.7,0.0,8.8,0.0,0.0,0.0,25.0,31.8,105,95,
10,School Totals,200,.389,.358,.200,.150,27.5,61.1,43.4,50.0,16.4,7.4,23.7,100.0,68.5,75.3,
