,Oregon State ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Taya Corosdale,4,10,2,5,2,5,2,2,2,5,2,2,1,2,3,12,0.2,1.0
1,Mikayla Pivec,5,13,4,11,1,2,8,8,2,9,6,0,1,4,2,19,0.6153846153846154,1.5
2,Katie McWilliams,0,4,0,3,0,1,2,2,0,2,0,0,0,0,2,2,0.5,0.0
3,Destiny Slocum,4,9,3,6,1,3,3,4,2,4,4,2,0,0,2,12,0.3333333333333333,0.0
4,Maddie Washington,6,9,6,9,0,0,0,0,3,3,1,0,0,0,2,12,0.0,0.0
7,School Totals,24,59,19,44,5,15,23,28,14,25,16,4,3,11,15,76,0.3898305084745763,1.4545454545454546
