,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Louisiana State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jailin Cherry,40,12,23,.522,12,22,.545,0,1,.000,0,0,,1,2,3,2,1,2,1,2,24
1,Khayla Pointer,38,8,20,.400,6,15,.400,2,5,.400,8,13,.615,1,8,9,8,4,0,3,4,26
2,Faustine Aifuwa,37,7,15,.467,7,15,.467,0,0,,3,6,.500,5,9,14,0,1,7,1,3,17
3,Ryann Payne,24,2,8,.250,2,6,.333,0,2,.000,0,1,.000,0,0,0,5,1,0,1,5,4
4,Autumn Newby,24,0,3,.000,0,3,.000,0,0,,0,0,,1,5,6,1,2,0,2,3,0
6,Alexis Morris,18,0,4,.000,0,3,.000,0,1,.000,8,9,.889,0,1,1,2,0,0,2,1,8
7,Awa Trasi,15,1,1,1.000,1,1,1.000,0,0,,2,2,1.000,1,3,4,0,1,0,1,2,4
8,Hannah Gusters,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
9,School Totals,200,30,74,.405,28,65,.431,2,9,.222,21,31,.677,9,28,37,18,10,9,11,20,83
