,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Khayla Pointer,40,.442,.417,.133,.433,4.4,0.0,2.9,30.5,2.6,2.8,5.3,42.8,98,111,
1,Jailin Cherry,40,.429,.429,.000,.000,0.0,12.4,4.3,10.5,5.1,2.8,6.7,17.0,90,102,
2,Autumn Newby,34,.847,1.000,.000,1.000,13.0,24.4,17.0,0.0,6.0,0.0,25.8,5.2,141,99,
3,Ryann Payne,26,.404,.250,.125,.500,3.4,12.8,6.7,0.0,2.0,0.0,0.0,17.0,98,111,
4,Faustine Aifuwa,22,.134,.143,.000,.143,4.0,37.7,15.7,7.8,2.3,5.0,28.7,21.5,29,103,
6,Alexis Morris,14,.300,.300,.400,.000,0.0,11.8,4.1,0.0,3.7,0.0,37.5,25.9,39,108,
7,Awa Trasi,14,.339,.500,.500,1.000,12.6,11.8,12.4,0.0,0.0,0.0,0.0,9.3,92,116,
8,Hannah Gusters,9,,,,,9.8,18.4,12.8,17.7,0.0,24.6,,0.0,204,100,
9,Ajae Petty,0,,,,,,,,,,,,,,,
10,Sarah Shematsi,0,,,,,,,,,,,,,,,
11,Emily Ward,0,,,,,,,,,,,,,,,
12,School Totals,199,.408,.382,.118,.324,26.7,75.0,43.5,32.0,16.7,13.9,11.3,100.0,82.1,101.3,
