,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Syracuse ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Brianna Butler,37,5,19,.263,2,9,.222,3,10,.300,2,2,1.000,0,3,3,1,2,1,6,4,15
1,La'Shay Taft,35,1,8,.125,1,2,.500,0,6,.000,1,2,.500,2,2,4,1,0,0,2,1,3
2,Shakeya Leary,25,2,5,.400,2,5,.400,0,0,,2,2,1.000,3,4,7,0,1,1,1,4,6
3,Rachel Coffey,25,2,8,.250,1,3,.333,1,5,.200,0,1,.000,0,3,3,1,0,0,5,4,5
4,Isabella Slim,10,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,0,1,0,0
6,Alexis Peterson,19,4,6,.667,4,6,.667,0,0,,4,4,1.000,1,2,3,0,1,0,5,2,12
7,Taylor Ford,19,2,7,.286,1,4,.250,1,3,.333,0,0,,1,3,4,0,0,0,1,4,5
8,Briana Day,15,5,7,.714,5,7,.714,0,0,,3,5,.600,4,3,7,0,0,2,0,3,13
9,Cornelia Fondren,15,0,2,.000,0,2,.000,0,0,,0,0,,2,2,4,3,0,0,2,2,0
10,School Totals,200,21,63,.333,16,38,.421,5,25,.200,12,16,.750,13,23,36,6,4,4,23,24,59
