,Maryland ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Destiny Slocum,9,14,6,8,3,6,0,2,0,4,8,3,0,2,1,21,0.0,4.0
1,Shatori Walker-Kimbrough,7,16,5,13,2,3,3,4,0,3,4,2,2,3,1,19,0.1875,1.3333333333333333
2,Kristen Confroy,4,6,1,1,3,5,0,0,1,1,0,0,0,2,1,11,0.0,0.0
3,Brionna Jones,10,13,10,13,0,0,2,2,4,7,2,2,3,0,4,22,0.15384615384615385,0.0
4,Kaila Charles,3,5,3,5,0,0,0,0,5,2,0,1,0,1,3,6,0.0,0.0
12,School Totals,34,65,26,51,8,14,7,12,13,22,16,13,5,14,17,83,0.1076923076923077,1.1428571428571428
