,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Mississippi ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Shakira Austin,36,3,16,.188,3,16,.188,0,0,,3,4,.750,5,6,11,4,0,3,1,3,9
1,Mimi Reid,28,2,4,.500,1,3,.333,1,1,1.000,0,1,.000,1,0,1,6,0,0,1,1,5
2,Madison Scott,28,1,3,.333,1,3,.333,0,0,,1,2,.500,2,4,6,1,0,0,3,4,3
3,Snudda Collins,23,2,3,.667,0,1,.000,2,2,1.000,0,0,,0,2,2,0,1,0,1,2,6
4,Lashonda Monk,22,3,8,.375,3,8,.375,0,0,,0,0,,0,2,2,1,1,0,2,4,6
6,Angel Baker,35,8,19,.421,6,15,.400,2,4,.500,5,6,.833,0,2,2,2,2,0,2,3,23
7,Caitlin McGee,13,2,2,1.000,2,2,1.000,0,0,,0,0,,0,2,2,2,0,1,0,2,4
8,Tiya Douglas,12,2,4,.500,1,1,1.000,1,3,.333,0,0,,0,1,1,0,0,1,0,0,5
9,Destiny Salary,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
10,School Totals,199,23,59,.390,17,49,.347,6,10,.600,9,13,.692,8,19,27,16,4,5,11,19,61
