,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Maya Moore,14,30,9,17,5,13,3,7,2,6,2,4,1,4,1,36,0.1,0.5
1,Bria Hartley,4,10,3,8,1,2,1,2,0,1,3,1,0,1,3,10,0.1,3.0
2,Kelly Faris,2,6,2,4,0,2,0,0,3,4,5,2,0,3,4,4,0.0,1.6666666666666667
3,Tiffany Hayes,2,7,2,6,0,1,0,0,2,0,3,0,1,1,3,4,0.0,3.0
4,Stefanie Dolson,2,4,2,4,0,0,3,4,2,2,2,1,1,3,4,7,0.75,0.6666666666666666
7,School Totals,25,59,19,41,6,18,7,13,10,14,16,9,3,12,19,63,0.11864406779661017,1.3333333333333333
