,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Kentucky ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Keyla Snowden,37,5,12,.417,1,3,.333,4,9,.444,5,6,.833,0,1,1,1,2,0,1,4,19
1,Brittany Henderson,33,2,4,.500,2,4,.500,0,0,,2,2,1.000,1,6,7,1,0,3,1,2,6
2,Victoria Dunlap,26,4,14,.286,4,14,.286,0,0,,5,7,.714,5,7,12,2,0,2,4,2,13
3,Bernisha Pinkett,25,1,8,.125,1,6,.167,0,2,.000,0,0,,1,1,2,1,1,0,2,1,2
4,A'dia Mathies,24,3,7,.429,3,6,.500,0,1,.000,0,0,,1,0,1,3,0,0,2,5,6
6,Maegan Conwright,27,3,7,.429,2,4,.500,1,3,.333,1,2,.500,0,3,3,3,2,0,0,1,8
7,Kastine Evans,21,1,1,1.000,0,0,,1,1,1.000,0,0,,2,0,2,0,2,0,2,1,3
8,Crystal Riley,11,1,5,.200,1,4,.250,0,1,.000,0,0,,1,0,1,2,1,1,0,0,2
9,Sarah Beth Barnette,8,2,3,.667,0,1,.000,2,2,1.000,0,0,,1,3,4,0,0,0,1,1,6
10,Jennifer O'Neill,7,0,3,.000,0,3,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
11,Samantha Drake,6,0,0,,0,0,,0,0,,1,2,.500,0,2,2,1,0,0,0,0,1
12,School Totals,225,22,64,.344,14,45,.311,8,19,.421,14,19,.737,12,23,35,14,8,6,13,17,66
