,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Baylor ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Arike Ogunbowale,40,.503,.463,.185,.296,4.7,12.1,8.0,5.8,2.7,0.0,8.9,36.4,109,114,
1,Jessica Shepard,40,.444,.400,.000,.500,14.2,12.1,13.3,8.3,0.0,3.0,14.1,15.4,106,116,
2,Jackie Young,38,.223,.125,.000,.250,12.5,12.7,12.6,23.3,0.0,1.6,25.3,13.6,81,117,
3,Marina Mabrey,36,.639,.600,.533,.200,0.0,10.1,4.4,16.4,1.5,0.0,5.8,20.9,141,116,
4,Brianna Turner,36,.465,.364,.000,.364,13.2,23.5,17.7,23.4,1.5,1.7,7.3,16.6,127,110,
6,Abby Prohaska,5,,,,,0.0,0.0,0.0,28.4,0.0,0.0,,0.0,225,120,
7,Mikayla Vaughn,4,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,200,123,
8,School Totals,199,.491,.438,.181,.306,42.9,66.7,53.3,64.3,5.4,6.1,10.8,100.0,109.5,110.8,
