,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Notre Dame ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Arike Ogunbowale,40,11,27,.407,8,22,.364,3,5,.600,6,8,.750,2,4,6,1,2,0,3,1,31
1,Jessica Shepard,40,4,10,.400,4,10,.400,0,0,,3,5,.600,6,4,10,2,0,2,2,2,11
2,Jackie Young,38,1,8,.125,1,8,.125,0,0,,2,2,1.000,5,4,9,6,0,1,3,3,4
3,Marina Mabrey,36,7,15,.467,3,7,.429,4,8,.500,3,3,1.000,0,3,3,3,1,0,1,2,21
4,Brianna Turner,36,4,11,.364,4,11,.364,0,0,,4,4,1.000,5,7,12,5,1,1,1,4,12
6,Abby Prohaska,5,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0
7,Mikayla Vaughn,4,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2
8,School Totals,199,28,72,.389,21,59,.356,7,13,.538,18,22,.818,18,22,40,18,4,4,10,13,81
