,South Carolina ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Aleighsa Welch,8,11,8,11,0,0,5,8,6,5,0,0,1,1,1,21,0.45454545454545453,0.0
1,Tiffany Mitchell,4,11,2,9,2,2,10,11,2,8,4,0,0,0,2,20,0.9090909090909091,0.0
2,Khadijah Sessions,3,9,2,8,1,1,6,8,1,3,2,3,0,1,3,13,0.6666666666666666,2.0
3,Asia Dozier,2,7,1,5,1,2,4,4,0,1,2,1,0,1,2,9,0.5714285714285714,2.0
4,Elem Ibiam,2,8,2,8,0,0,1,2,2,3,0,0,0,2,3,5,0.125,0.0
12,School Totals,20,54,16,48,4,6,34,43,15,29,10,6,2,8,18,78,0.6296296296296297,1.25
