,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Stefanie Dolson,6,13,6,13,0,0,2,2,1,9,3,1,8,2,4,14,0.15384615384615385,1.5
1,Moriah Jefferson,5,6,4,5,1,1,0,0,1,5,7,2,0,2,2,11,0.0,3.5
2,Kaleena Mosqueda-Lewis,7,15,4,6,3,9,0,1,3,4,2,0,0,3,2,17,0.0,0.6666666666666666
3,Bria Hartley,6,17,4,11,2,6,0,0,0,2,4,2,0,1,2,14,0.0,4.0
4,Breanna Stewart,3,5,2,3,1,2,6,6,1,2,4,0,1,0,2,13,1.2,0.0
10,School Totals,27,56,20,38,7,18,8,9,7,28,20,5,10,10,13,69,0.14285714285714285,2.0
