,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Ohio State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kelsey Mitchell,33,4,11,.364,3,5,.600,1,6,.167,2,4,.500,1,3,4,7,1,0,2,1,11
1,Stephanie Mavunga,26,9,12,.750,9,12,.750,0,0,,4,5,.800,6,7,13,1,0,4,3,2,22
2,Linnae Harper,26,3,5,.600,3,4,.750,0,1,.000,4,4,1.000,1,5,6,4,2,0,3,1,10
3,Alexa Hart,25,6,9,.667,6,9,.667,0,0,,0,0,,1,4,5,1,0,0,0,0,12
4,Sierra Calhoun,24,2,6,.333,1,3,.333,1,3,.333,4,4,1.000,0,3,3,0,1,0,1,2,9
6,Makayla Waterman,25,3,5,.600,2,4,.500,1,1,1.000,0,0,,2,4,6,2,1,0,2,3,7
7,Asia Doss,22,3,8,.375,1,5,.200,2,3,.667,0,0,,0,3,3,4,0,0,2,1,8
8,Jensen Caretti,11,1,1,1.000,1,1,1.000,0,0,,2,4,.500,0,5,5,1,2,2,1,0,4
9,Savitha Jayaraman,4,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2
10,Karlie Cronin,4,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2
11,School Totals,200,33,59,.559,28,45,.622,5,14,.357,16,21,.762,11,35,46,20,7,6,14,10,87
