,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Brittney Griner,32,.753,.722,.000,.611,12.9,23.6,18.9,18.2,3.4,14.7,4.2,37.2,159,83,
1,Odyssey Sims,28,.558,.500,.429,.857,4.9,0.0,2.2,5.6,2.0,0.0,9.4,19.0,122,110,
2,Kimetria Hayden,27,.314,.286,.286,.286,5.1,0.0,2.2,16.4,4.1,0.0,27.6,20.1,69,104,
3,Destiny Williams,26,.900,.900,.000,.000,21.2,4.2,11.7,9.5,2.1,3.0,9.1,21.1,166,105,
4,Jordan Madden,25,.000,.000,.000,.000,0.0,0.0,0.0,16.0,4.4,3.1,20.0,10.0,39,102,
6,Terran Condrey,22,,,,,0.0,14.7,8.3,12.1,2.5,0.0,,0.0,203,97,
7,Brooklyn Pope,15,.480,.429,.000,.714,18.4,43.2,32.3,12.1,0.0,10.5,17.9,37.2,99,78,
8,Makenzie Robertson,7,.339,.000,.500,1.000,0.0,15.4,8.7,19.0,0.0,0.0,41.0,34.8,56,103,
9,Sune Agbuke,6,1.053,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,250,114,
10,Ashley Field,6,.256,.000,.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,68,114,
11,Lindsay Palmer,6,,,,,0.0,18.0,10.1,0.0,0.0,0.0,,0.0,,99,
12,School Totals,200,.591,.545,.107,.536,37.9,51.4,45.5,46.7,12.3,19.6,13.5,100.0,113.7,93.2,
