,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,South Carolina ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Tatum Rembao,30,.168,.200,.200,.400,3.9,11.1,6.9,40.7,0.0,0.0,33.8,17.1,56,132,
1,Emma Ronsiek,29,.167,.167,.333,.000,4.1,5.7,4.8,21.1,0.0,0.0,14.3,14.0,55,135,
2,Lauren Jensen,26,.388,.367,.267,.067,0.0,6.4,2.7,0.0,0.0,0.0,6.1,36.5,68,134,
3,Payton Brotzki,20,.417,.417,.500,.000,0.0,8.3,3.4,23.5,0.0,0.0,25.0,23.1,66,133,
4,Carly Bachelor,17,.500,.500,.000,.000,0.0,0.0,0.0,12.6,0.0,0.0,0.0,6.8,109,137,
6,Rachael Saunders,24,.447,.500,.375,.250,4.9,20.8,11.5,20.8,0.0,0.0,0.0,21.4,93,128,
7,Morgan Maly,23,.571,.571,.857,.000,0.0,7.2,3.0,0.0,0.0,0.0,22.2,22.6,73,134,
8,Mallory Brake,11,.500,.500,.000,.000,0.0,45.5,18.8,0.0,0.0,0.0,0.0,10.5,91,119,
9,Molly Mogensen,9,1.000,1.000,.000,.000,0.0,18.5,7.7,80.5,6.9,0.0,50.0,12.8,126,114,
10,Jayme Horan,8,.875,.875,.500,.000,14.7,0.0,8.6,0.0,15.5,0.0,20.0,36.1,116,101,
11,Chloe Dworak,3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,137,
12,School Totals,200,.428,.438,.375,.089,11.8,54.2,29.3,81.0,4.6,0.0,15.9,100.0,76.9,123.1,
