,Baylor ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Queen Egbo,5,9,5,9,0,0,2,6,4,9,0,3,7,2,1,12,0.2222222222222222,0.0
1,DiDi Richards,2,4,2,4,0,0,0,0,0,5,9,1,2,0,2,4,0.0,0.0
2,Moon Ursin,7,13,6,11,1,2,6,6,4,2,2,1,0,1,2,21,0.46153846153846156,2.0
3,NaLyssa Smith,7,13,7,13,0,0,1,2,0,4,0,0,4,3,2,15,0.07692307692307693,0.0
4,Trinity Oliver,1,3,1,3,0,0,0,0,0,2,0,1,0,0,0,2,0.0,0.0
11,School Totals,35,70,29,58,6,12,14,20,18,29,16,9,13,9,14,90,0.2,1.7777777777777777
