,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Katie Lou Samuelson,5,11,3,5,2,6,11,13,0,5,4,1,0,3,2,23,1.0,1.3333333333333333
1,Kia Nurse,10,13,1,1,9,12,0,0,0,1,6,0,0,1,0,29,0.0,6.0
2,Gabby Williams,9,13,9,13,0,0,5,5,1,5,5,2,2,1,3,23,0.38461538461538464,5.0
3,Saniya Chong,0,2,0,0,0,2,0,0,0,1,7,0,0,2,0,0,0.0,3.5
4,Napheesa Collier,8,9,7,8,1,1,0,0,4,3,3,3,2,0,3,17,0.0,0.0
10,School Totals,33,53,21,30,12,23,16,20,5,19,30,8,4,10,9,94,0.3018867924528302,3.0
