,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Connecticut ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Azzi Fudd,38,4,13,.308,0,3,.000,4,10,.400,4,4,1.000,0,2,2,0,3,2,3,2,16
1,Christyn Williams,34,3,9,.333,2,5,.400,1,4,.250,5,6,.833,2,1,3,0,1,1,1,2,12
2,Paige Bueckers,32,4,9,.444,4,7,.571,0,2,.000,1,3,.333,0,1,1,2,1,1,2,2,9
3,Olivia Nelson-Ododa,28,1,3,.333,1,3,.333,0,0,,3,4,.750,2,3,5,1,0,4,2,5,5
4,Aaliyah Edwards,19,1,3,.333,1,3,.333,0,0,,2,2,1.000,2,2,4,1,1,0,1,5,4
6,Dorka Juhasz,19,0,6,.000,0,6,.000,0,0,,3,4,.750,1,4,5,3,0,2,1,1,3
7,Evina Westbrook,19,0,2,.000,0,1,.000,0,1,.000,0,0,,0,3,3,1,0,0,0,2,0
8,Nika Muhl,6,1,1,1.000,0,0,,1,1,1.000,0,0,,0,1,1,0,1,0,0,2,3
9,Caroline Ducharme,4,0,2,.000,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10,School Totals,199,14,48,.292,8,30,.267,6,18,.333,18,23,.783,7,17,24,8,7,10,10,21,52
