,UCLA ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Monique Billings,5,16,5,16,0,0,2,2,3,3,2,0,1,3,4,12,0.125,0.6666666666666666
1,Kennedy Burke,4,6,3,4,1,2,3,4,3,0,0,0,1,2,4,12,0.5,0.0
2,Jordin Canada,6,18,5,13,1,5,10,12,1,7,5,3,1,1,3,23,0.5555555555555556,5.0
3,Lajahna Drummer,1,4,1,3,0,1,0,0,1,3,1,1,0,2,5,2,0.0,0.5
4,Kelli Hayes,0,2,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0.0,0.0
9,School Totals,25,67,19,48,6,19,17,20,10,16,11,4,3,9,22,73,0.2537313432835821,1.2222222222222223
