,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Bria Hartley,7,17,4,11,3,6,1,2,0,3,3,1,0,5,3,18,0.058823529411764705,0.6
1,Tiffany Hayes,4,11,4,10,0,1,2,4,2,5,1,5,0,6,2,10,0.18181818181818182,0.16666666666666666
2,Stefanie Dolson,10,16,10,16,0,0,0,0,4,5,1,0,4,4,4,20,0.0,0.25
3,Kelly Faris,3,6,3,5,0,1,4,4,2,1,5,3,0,3,5,10,0.6666666666666666,1.6666666666666667
4,Caroline Doty,0,2,0,0,0,2,0,0,1,2,1,0,1,0,1,0,0.0,0.0
7,School Totals,31,68,28,55,3,13,10,13,11,25,13,10,8,21,18,75,0.14705882352941177,0.6190476190476191
