,Louisville ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Shoni Schimmel,8,13,5,6,3,7,0,0,0,2,3,1,1,5,1,19,0.0,0.6
1,Tia Gibbs,7,9,2,2,5,7,0,0,2,6,3,3,0,3,2,19,0.0,1.0
2,Monique Reid,10,15,10,15,0,0,2,2,3,3,5,1,0,4,2,22,0.13333333333333333,1.25
3,Keshia Hines,5,6,5,6,0,0,6,6,3,6,1,3,0,2,3,16,1.0,0.5
4,Asia Taylor,0,0,0,0,0,0,2,2,0,4,1,0,0,1,1,2,0.0,1.0
12,School Totals,30,50,22,31,8,19,13,14,9,25,20,10,2,19,11,81,0.26,1.0526315789473684
