,Notre Dame ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Natalie Novosel,6,16,6,15,0,1,5,5,0,4,5,2,0,1,1,17,0.3125,5.0
1,Becca Bruszewski,5,10,5,10,0,0,3,4,1,7,1,1,0,4,4,13,0.3,0.25
2,Skylar Diggins,9,17,5,9,4,8,2,2,0,2,4,4,1,3,2,24,0.11764705882352941,1.3333333333333333
3,Brittany Mallory,1,4,0,2,1,2,7,8,1,2,3,2,0,2,1,10,1.75,1.5
4,Devereaux Peters,3,5,3,5,0,0,1,3,2,3,1,0,0,3,5,7,0.2,0.3333333333333333
8,School Totals,25,56,20,45,5,11,18,22,9,20,17,11,1,15,16,73,0.32142857142857145,1.1333333333333333
