,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Alexis Morris,40,.359,.342,.579,.053,4.7,10.3,6.9,30.4,2.9,0.0,4.9,24.1,93,108,
1,Kalani Brown,35,.465,.421,.000,.158,5.3,31.5,15.9,6.1,3.3,0.0,4.7,28.7,101,101,
2,Dekeiya Cohen,35,.600,.600,.000,.000,10.6,11.8,11.1,21.6,3.3,3.5,16.7,16.2,114,105,
3,Lauren Cox,32,.540,.500,.167,.333,5.8,21.6,12.2,18.3,1.8,18.9,17.9,24.7,99,97,
4,Juicy Landrum,23,.000,.000,.500,.000,0.0,6.0,2.4,12.4,0.0,0.0,50.0,8.2,22,117,
6,DiDi Richards,19,.471,.500,.000,.500,14.7,0.0,8.8,9.7,0.0,0.0,0.0,18.2,115,118,
7,Natalie Chou,16,.000,.000,1.000,.000,5.8,8.6,6.9,17.9,0.0,7.6,0.0,8.8,50,112,
8,School Totals,200,.439,.415,.239,.155,32.6,72.4,48.6,71.4,10.0,21.2,10.6,100.0,95.7,102.9,
