,South Carolina ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,A'ja Wilson,6,10,6,10,0,0,3,4,2,8,3,4,3,4,4,15,0.3,0.75
1,Alaina Coates,7,7,7,7,0,0,4,8,6,10,2,1,2,3,3,18,0.5714285714285714,0.6666666666666666
2,Tiffany Mitchell,3,11,2,3,1,8,1,2,0,0,5,1,0,2,4,8,0.09090909090909091,2.5
3,Khadijah Sessions,0,3,0,1,0,2,0,0,1,1,4,0,0,3,4,0,0.0,1.3333333333333333
4,Asia Dozier,0,3,0,1,0,2,0,0,0,0,1,0,0,1,3,0,0.0,1.0
9,School Totals,28,63,20,31,8,32,8,14,13,24,21,8,5,18,23,72,0.12698412698412698,1.1666666666666667
