,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Creighton,63.8,0.464,22.0,43.8,0.182,95.3
1,Syracuse,63.8,0.336,14.9,43.2,0.293,87.5
