,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Kayla Pedersen,40,.533,.500,.400,.267,9.1,17.9,13.9,7.7,1.5,2.2,5.6,23.6,112,77
1,Jeanette Pohlen,40,.357,.357,.714,.000,6.1,10.3,8.3,22.2,0.0,0.0,41.7,16.0,59,85
2,Nnemkadi Ogwumike,39,.394,.294,.000,.412,9.3,28.9,19.9,6.9,1.5,0.0,4.7,28.8,92,74
3,Rosalyn Gold-Onwude,29,.500,.500,.667,.000,0.0,3.5,1.9,14.8,0.0,3.0,40.0,9.2,69,86
4,Jayne Appel,18,.503,.429,.000,.286,6.7,17.1,12.3,16.7,0.0,0.0,0.0,23.3,117,80
6,JJ Hones,23,.335,.375,1.000,.250,0.0,8.9,4.8,38.1,0.0,3.8,31.1,14.9,67,83
7,Joslyn Tinkle,8,.333,.333,.333,.000,0.0,12.8,6.9,0.0,0.0,0.0,0.0,20.0,72,83
8,Melanie Murphy,3,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,35.5,0,87
9,School Totals,200,.432,.386,.316,.246,27.3,74.4,52.8,65.0,3.0,6.5,15.9,100.0,82.1,79.1
