,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Stanford ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Bonnie Samuelson,38,4,10,.400,1,1,1.000,3,9,.333,8,8,1.000,0,2,2,0,1,1,1,4,19
1,Amber Orrange,33,11,18,.611,10,17,.588,1,1,1.000,1,2,.500,1,6,7,3,2,1,3,3,24
2,Lili Thompson,30,5,6,.833,2,3,.667,3,3,1.000,6,11,.545,0,6,6,4,0,0,6,2,19
3,Erica McCall,22,2,5,.400,2,5,.400,0,0,,3,4,.750,3,8,11,0,0,2,1,2,7
4,Brittany McPhee,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
6,Briana Roberson,37,2,3,.667,1,2,.500,1,1,1.000,8,9,.889,2,2,4,3,1,0,5,3,13
7,Taylor Greenfield,19,0,4,.000,0,1,.000,0,3,.000,4,4,1.000,1,1,2,0,0,0,1,3,4
8,Kaylee Johnson,17,0,0,,0,0,,0,0,,0,0,,1,4,5,0,1,3,2,4,0
9,School Totals,200,24,46,.522,16,29,.552,8,17,.471,30,38,.789,8,29,37,10,5,7,19,21,86
