,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,James Madison,70.9,0.39,22.3,42.9,0.119,74.6
1,Temple,70.9,0.474,20.8,30.3,0.193,91.5
