,Kentucky ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Makayla Epps,12,21,10,18,2,3,3,5,0,1,3,1,1,0,2,29,0.14285714285714285,0.0
1,Bria Goss,4,9,3,6,1,3,3,6,2,1,1,0,0,2,3,12,0.3333333333333333,0.5
2,Jennifer O'Neill,5,16,5,13,0,3,6,9,2,4,1,5,0,0,4,16,0.375,0.0
3,Jelleah Sidney,4,10,3,8,1,2,0,0,1,2,1,3,0,0,5,9,0.0,0.0
4,Alyssa Rice,2,6,2,6,0,0,3,5,2,2,0,0,2,0,2,7,0.5,0.0
8,School Totals,33,76,29,63,4,13,24,38,15,19,12,11,4,5,25,94,0.3157894736842105,2.4
