,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Louisville ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Taya Corosdale,40,.218,.227,.727,.091,7.9,18.8,12.9,6.7,0.0,0.0,8.0,17.0,55,102,
1,Mikayla Pivec,37,.478,.429,.071,.571,8.6,20.4,14.0,31.1,0.0,5.4,5.4,27.3,106,96,
2,Katie McWilliams,30,.000,.000,.750,.000,3.5,16.8,9.6,7.9,0.0,0.0,33.3,10.9,13,103,
3,Destiny Slocum,27,.277,.231,.308,.231,7.8,14.0,10.6,0.0,0.0,0.0,21.8,37.0,51,103,
4,Maddie Washington,23,.600,.600,.000,.000,4.6,27.3,15.0,14.9,0.0,0.0,16.7,14.2,105,100,
6,Aleah Goodman,29,.422,.389,.667,.111,0.0,4.3,2.0,21.6,2.2,0.0,17.5,21.5,79,100,
7,Joanna Grymek,13,,,,,0.0,29.0,13.3,0.0,0.0,0.0,100.0,4.2,0,100,
8,Janessa Thropay,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,106,
9,School Totals,201,.354,.321,.393,.232,26.3,87.5,54.3,47.1,1.6,5.0,16.2,100.0,69.8,96.8,
