,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Kentucky ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Rhyne Howard,35,5,12,.417,3,8,.375,2,4,.500,2,3,.667,4,5,9,5,4,1,3,2,14
1,Jazmine Massengill,30,2,4,.500,2,3,.667,0,1,.000,0,0,,1,5,6,5,1,1,4,3,4
2,Chasity Patterson,24,5,11,.455,4,7,.571,1,4,.250,3,4,.750,0,3,3,0,2,0,0,3,14
3,KeKe McKinney,19,1,5,.200,0,3,.000,1,2,.500,0,0,,1,4,5,2,0,0,0,0,3
4,Tatyana Wyatt,15,2,6,.333,1,5,.200,1,1,1.000,0,0,,2,3,5,0,2,1,1,0,5
6,Blair Green,22,4,8,.500,2,4,.500,2,4,.500,0,0,,0,1,1,0,0,0,1,0,10
7,Dre'Una Edwards,21,3,10,.300,2,8,.250,1,2,.500,2,2,1.000,4,3,7,1,2,0,4,1,9
8,Robyn Benton,17,1,3,.333,1,3,.333,0,0,,2,2,1.000,0,3,3,0,0,0,3,2,4
9,Treasure Hunt,8,0,0,,0,0,,0,0,,0,0,,1,1,2,0,0,0,0,0,0
10,Olivia Owens,5,1,3,.333,1,3,.333,0,0,,4,5,.800,2,1,3,0,1,0,0,0,6
11,Emma King,1,0,1,.000,0,1,.000,0,0,,2,2,1.000,0,0,0,0,0,0,1,0,2
12,Kameron Roach,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
13,Nyah Leveretter,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,2,0
14,School Totals,199,24,63,.381,16,45,.356,8,18,.444,15,18,.833,15,29,44,13,12,3,19,13,71
