,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Connecticut ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Tina Charles,38,4,13,.308,4,13,.308,0,0,,1,5,.200,2,9,11,2,1,6,3,1,9
1,Maya Moore,37,9,18,.500,6,13,.462,3,5,.600,2,5,.400,5,6,11,1,0,0,3,2,23
2,Caroline Doty,36,3,11,.273,1,3,.333,2,8,.250,0,0,,0,5,5,3,0,0,0,0,8
3,Kalana Greene,32,1,4,.250,1,4,.250,0,0,,4,6,.667,2,3,5,1,1,1,1,3,6
4,Tiffany Hayes,30,2,8,.250,1,3,.333,1,5,.200,2,6,.333,1,2,3,1,1,0,3,3,7
6,Kelly Faris,25,0,4,.000,0,2,.000,0,2,.000,0,0,,0,7,7,1,2,0,0,0,0
7,Kaili McLaren,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
8,School Totals,200,19,58,.328,13,38,.342,6,20,.300,9,22,.409,10,32,42,9,5,7,10,9,53
