,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,North Carolina A&T ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kala Green,33,5,18,.278,3,12,.250,2,6,.333,0,2,.000,0,3,3,4,7,0,4,3,12
1,Aprill McRae,28,4,10,.400,4,10,.400,0,0,,2,2,1.000,1,6,7,0,0,0,3,2,10
2,Dana Brown,25,4,8,.500,1,2,.500,3,6,.500,0,0,,0,0,0,0,1,0,1,0,11
3,Christina Carter,22,1,8,.125,1,6,.167,0,2,.000,0,0,,4,0,4,6,1,0,1,2,2
4,Courtney Powell,16,0,3,.000,0,3,.000,0,0,,3,6,.500,3,2,5,0,2,0,2,3,3
6,Michelle Fitzgerald,18,1,2,.500,1,1,1.000,0,1,.000,1,2,.500,1,1,2,1,1,0,1,4,3
7,Whitney Martin,13,1,5,.200,0,2,.000,1,3,.333,0,0,,0,0,0,0,1,0,2,2,3
8,Adriana Nazario,13,1,4,.250,0,1,.000,1,3,.333,0,0,,1,2,3,1,1,0,3,1,3
9,Charnise Tyler,12,2,5,.400,2,3,.667,0,2,.000,3,7,.429,1,0,1,0,0,0,0,3,7
10,Kenya Hailey,11,2,2,1.000,2,2,1.000,0,0,,1,4,.250,2,0,2,1,0,0,1,3,5
11,Quenswayla Story,6,1,2,.500,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,0,1,2
12,Rejoice Spivey,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
13,Maiya Gibson,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
14,School Totals,200,22,67,.328,15,44,.341,7,23,.304,10,23,.435,13,15,28,13,14,0,18,24,61
