,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Michaela Mabrey,28,.600,.600,1.000,.000,5.5,6.0,5.8,27.5,5.2,0.0,37.5,12.5,107,73,
1,Lindsay Allen,21,.526,,,,0.0,7.9,5.1,56.0,4.6,0.0,69.4,6.0,129,74,
2,Madison Cable,20,.682,.682,.273,.000,7.7,25.0,18.9,0.0,2.4,0.0,8.3,26.2,127,71,
3,Brianna Turner,15,.894,.875,.000,.250,10.3,11.1,10.8,34.8,3.2,0.0,18.4,31.6,142,74,
4,Kathryn Westbeld,15,.803,.857,.000,.143,10.3,33.3,25.2,29.6,0.0,6.1,0.0,21.6,166,69,
6,Arike Ogunbowale,21,.507,.375,.000,.750,14.7,19.8,18.0,0.0,0.0,0.0,0.0,22.1,133,79,
7,Hannah Huffman,21,.500,.500,.000,.000,14.7,11.9,12.9,31.5,2.3,0.0,60.0,20.8,71,76,
8,Marina Mabrey,20,.602,.429,.143,1.143,7.7,16.7,13.5,14.3,0.0,9.1,8.7,25.1,139,77,
9,Mychal Johnson,17,.764,.900,.600,1.200,0.0,4.9,3.2,0.0,2.9,0.0,20.7,24.7,108,79,
10,Kristina Nelson,14,.506,.333,.000,.667,22.0,11.9,15.4,18.3,0.0,6.5,43.6,21.4,88,80,
11,Diamond Thompson,8,.526,,,,0.0,20.8,13.5,0.0,0.0,0.0,53.2,10.2,53,71,
12,School Totals,200,.662,.638,.207,.500,42.3,72.9,62.2,85.3,11.0,9.1,22.6,100.0,115.9,74.4,
