,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Iowa State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Nikki Moody,37,5,14,.357,3,6,.500,2,8,.250,5,7,.714,0,3,3,5,0,0,2,5,17
1,Nicole (Kidd) Blaskowsky,37,4,10,.400,1,2,.500,3,8,.375,0,0,,1,5,6,0,1,0,2,2,11
2,Brynn Williamson,34,4,10,.400,2,4,.500,2,6,.333,1,1,1.000,1,3,4,1,1,0,2,4,11
3,Seanna Johnson,31,5,8,.625,5,8,.625,0,0,,2,2,1.000,0,6,6,0,0,0,3,3,12
4,Fallon Ellis,25,1,4,.250,1,3,.333,0,1,.000,3,4,.750,3,5,8,3,0,0,0,4,5
6,Bryanna Fernstrom,18,3,8,.375,3,7,.429,0,1,.000,1,1,1.000,0,3,3,1,1,1,2,2,7
7,Emily Durr,11,1,5,.200,1,2,.500,0,3,.000,1,2,.500,0,0,0,2,0,0,0,0,3
8,Nakiah Bell,6,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,0,1,0,0
9,Madison Baier,1,0,0,,0,0,,0,0,,0,1,.000,0,0,0,0,0,0,0,0,0
10,School Totals,200,23,60,.383,16,32,.500,7,28,.250,13,18,.722,5,26,31,12,3,1,12,20,66
