,Notre Dame ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Jessica Shepard,5,12,5,12,0,0,1,1,6,8,4,2,2,1,1,11,0.08333333333333333,4.0
1,Marina Mabrey,3,11,2,7,1,4,0,0,0,4,6,1,0,2,1,7,0.0,3.0
2,Jackie Young,9,19,9,19,0,0,7,8,4,6,3,1,0,1,1,25,0.3684210526315789,3.0
3,Brianna Turner,7,10,7,10,0,0,0,0,2,3,1,0,3,2,2,14,0.0,0.5
4,Arike Ogunbowale,6,19,4,13,2,6,7,7,2,3,2,3,0,1,3,21,0.3684210526315789,2.0
10,School Totals,33,75,30,65,3,10,15,16,17,25,17,8,5,7,10,84,0.2,2.4285714285714284
