,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Katie Lou Samuelson,45,.685,.650,.600,.200,0.0,16.1,8.5,6.7,0.0,4.4,21.6,18.8,105,100,
1,Gabby Williams,44,.610,.583,.000,.917,7.3,19.8,13.9,15.9,2.9,9.1,22.9,30.2,102,89,
2,Saniya Chong,42,.730,.625,.250,1.500,0.0,6.9,3.6,30.0,0.0,0.0,23.1,12.5,134,107,
3,Napheesa Collier,36,.426,.409,.182,.364,13.4,20.2,16.9,8.3,3.5,5.6,0.0,21.6,103,89,
4,Kia Nurse,35,.375,.375,.750,.000,0.0,4.1,2.2,7.4,0.0,0.0,27.3,19.1,58,108,
6,Crystal Dangerfield,17,.256,.000,.000,2.000,0.0,17.1,9.0,13.2,0.0,0.0,51.5,13.9,40,102,
7,Natalie Butler,6,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,20.3,0,109,
8,School Totals,225,.553,.511,.326,.543,17.9,67.7,44.1,55.0,5.6,17.8,22.7,100.0,88.9,91.7,
