,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Tyasha Harris,40,.508,.357,.429,.857,0.0,11.4,6.9,32.1,2.5,0.0,38.4,16.7,98,85,
1,Bianca Jackson,34,.333,.333,.333,.000,10.2,13.4,12.2,12.8,1.5,0.0,33.3,11.3,77,86,
2,A'ja Wilson,33,.517,.438,.000,.438,21.1,31.2,27.2,16.9,3.0,8.3,29.5,35.0,95,71,
3,Alexis Jennings,28,.722,.636,.000,.545,24.8,20.4,22.2,7.1,0.0,0.0,18.0,25.3,138,88,
4,Doniyah Cliney,27,.750,.750,.000,.000,0.0,8.5,5.1,7.0,0.0,0.0,11.1,14.2,143,91,
6,Mikiah Herbert Harrigan,18,.500,.500,.000,.000,29.0,19.0,23.0,9.5,2.7,10.1,33.3,21.3,84,74,
7,LeLe Grissett,15,.639,.600,.000,.200,11.6,15.2,13.8,36.4,0.0,0.0,26.9,21.2,117,89,
8,Victoria Patrick,4,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,92,
9,LaDazhia Williams,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,93,
10,School Totals,200,.577,.517,.085,.339,60.9,82.9,74.1,70.0,7.4,11.4,27.5,100.0,97.5,77.8,
