,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Xavier ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Tarita Gordon,39,.703,.750,.444,.389,0.0,14.0,7.7,18.4,2.6,0.0,4.5,26.2,142,120
1,Siarre Evans,37,.504,.471,.471,.353,9.0,9.8,9.5,15.1,1.4,0.0,9.2,27.1,113,126
2,TaRonda Wiles,37,.636,.636,.727,.000,6.0,9.8,8.1,4.8,2.8,0.0,31.3,20.0,90,123
3,Tara Davis,36,.426,.318,.364,.364,3.1,10.1,6.9,31.5,1.4,0.0,13.6,19.0,112,126
4,Gwen Washington,18,.833,.833,.667,.000,12.3,0.0,5.6,9.4,2.8,0.0,50.0,15.4,91,130
6,Tosha Austin,18,.333,.333,.000,.000,12.3,0.0,5.6,0.0,2.8,11.9,25.0,10.3,77,127
7,Ashley Benedict,7,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,137
8,Johneshia Good,4,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,23.1,0,137
9,Iesha Robinson,3,,,,,37.0,30.3,33.3,47.6,0.0,0.0,,0.0,248,113
10,Natalie Pickwell,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,137
11,Santana Morrison,0,,,,,,,,,,,,,,
12,School Totals,200,.569,.555,.484,.266,30.6,43.2,37.5,57.1,10.3,5.4,17.2,100.0,105.1,120.5
