,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Delaware ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Elena Delle Donne,40,10,24,.417,9,19,.474,1,5,.200,12,13,.923,3,4,7,2,1,4,1,2,33
1,Danielle Parker,33,3,9,.333,3,9,.333,0,0,,0,0,,4,7,11,1,4,0,1,2,6
2,Lauren Carra,24,1,2,.500,1,2,.500,0,0,,4,4,1.000,0,4,4,0,1,0,4,1,6
3,Akeema Richards,21,2,6,.333,2,6,.333,0,0,,1,2,.500,0,0,0,0,0,0,0,1,5
4,Kayla Miller,11,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,1,0,0
6,Trumae Lucas,32,2,7,.286,2,6,.333,0,1,.000,2,2,1.000,1,0,1,4,3,0,1,1,6
7,Kelsey Buchanan,31,5,9,.556,5,9,.556,0,0,,0,1,.000,3,2,5,0,0,0,0,0,10
8,Jaquetta May,8,0,0,,0,0,,0,0,,0,0,,2,2,4,0,0,1,0,0,0
9,School Totals,200,23,58,.397,22,52,.423,1,6,.167,19,22,.864,13,19,32,8,9,5,8,7,66
