,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Texas ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Joanne Allen-Taylor,38,7,11,.636,7,11,.636,0,0,,3,3,1.000,1,0,1,3,1,0,3,0,17
1,Lauren Ebo,31,3,5,.600,3,5,.600,0,0,,3,4,.750,3,5,8,0,1,0,2,2,9
2,Rori Harmon,22,2,4,.500,2,4,.500,0,0,,2,2,1.000,0,2,2,3,1,0,3,4,6
3,DeYona Gaston,20,3,5,.600,3,5,.600,0,0,,2,2,1.000,2,3,5,1,0,1,1,0,8
4,Shay Holle,18,1,4,.250,1,3,.333,0,1,.000,0,0,,0,0,0,0,0,0,0,1,2
6,Aaliyah Moore,24,3,10,.300,3,10,.300,0,0,,2,4,.500,2,2,4,0,2,2,3,2,8
7,Audrey Warren,23,3,7,.429,3,6,.500,0,1,.000,0,0,,1,2,3,0,3,0,2,2,6
8,Aliyah Matharu,21,4,8,.500,2,6,.333,2,2,1.000,0,0,,1,2,3,2,4,1,3,1,10
9,Latasha Lattimore,4,0,1,.000,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,0,0,0
10,School Totals,201,26,55,.473,24,51,.471,2,4,.500,12,15,.800,10,18,28,9,12,4,17,12,66
