,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Texas A&M ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kayla Wells,40,7,11,.636,6,8,.750,1,3,.333,3,3,1.000,0,0,0,0,0,0,1,2,18
1,Shambria Washington,40,2,8,.250,2,6,.333,0,2,.000,1,2,.500,0,1,1,4,3,0,2,2,5
2,Chennedy Carter,37,13,34,.382,6,22,.273,7,12,.583,2,2,1.000,0,4,4,2,1,0,3,4,35
3,Ciera Johnson,37,4,7,.571,4,7,.571,0,0,,2,3,.667,4,8,12,1,1,3,1,2,10
4,N'dea Jones,31,4,7,.571,4,7,.571,0,0,,0,0,,2,5,7,3,0,1,0,4,8
6,Aja Ellison,12,2,2,1.000,2,2,1.000,0,0,,0,0,,1,1,2,0,0,0,0,3,4
7,Jada Walton,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
8,School Totals,200,32,69,.464,24,52,.462,8,17,.471,8,10,.800,7,19,26,10,5,4,7,17,80
