,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Layshia Clarendon,38,.564,.464,.214,.429,0.0,13.2,7.0,11.0,2.7,0.0,10.7,21.7,121,102,
1,Brittany Boyd,37,.645,.750,.333,.750,0.0,35.1,18.7,36.9,2.8,5.5,11.1,21.4,130,91,
2,Talia Caldwell,28,.892,1.000,.000,1.200,16.3,10.7,13.3,0.0,1.8,3.7,20.7,15.2,142,101,
3,Gennifer Brandon,27,.516,.500,.000,.063,16.9,29.6,23.7,0.0,1.9,7.6,5.7,28.5,115,93,
4,Afure Jemerigbe,24,.352,.278,.333,.222,9.5,4.2,6.7,26.3,4.3,4.3,23.3,23.7,88,96,
6,Reshanda Gray,25,.600,.600,.000,.000,13.7,12.0,12.8,0.0,0.0,0.0,9.1,19.4,121,108,
7,Eliza Pierre,21,.000,.000,1.000,.000,5.4,9.5,7.6,32.7,0.0,0.0,66.7,6.3,87,109,
8,School Totals,200,.574,.552,.164,.358,40.0,87.5,65.3,65.7,10.3,15.4,14.2,100.0,115.4,97.4,
