,Duke ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Jasmine Thomas,7,22,4,15,3,7,0,0,1,5,4,3,0,2,1,17,0.0,2.0
1,Karima Christmas,2,8,2,8,0,0,2,3,2,3,1,1,0,4,3,6,0.25,0.25
2,Chelsea Gray,2,6,2,3,0,3,0,0,1,1,0,3,0,4,1,4,0.0,0.0
3,Haley Peters,0,3,0,1,0,2,0,0,1,1,0,2,0,2,3,0,0.0,0.0
4,Krystal Thomas,0,4,0,4,0,0,0,0,3,2,1,0,0,4,1,0,0.0,0.25
11,School Totals,15,59,10,41,5,18,5,7,9,15,8,11,0,19,15,40,0.0847457627118644,0.42105263157894735
