,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Ohio State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kelsey Mitchell,39,5,15,.333,2,8,.250,3,7,.429,2,3,.667,0,3,3,2,0,1,1,3,15
1,Shayla Cooper,27,3,11,.273,3,9,.333,0,2,.000,0,0,,0,15,15,6,0,0,3,1,6
2,Kiara Lewis,19,2,5,.400,1,3,.333,1,2,.500,1,1,1.000,0,0,0,3,1,0,3,3,6
3,Tori McCoy,17,5,6,.833,5,6,.833,0,0,,2,4,.500,2,1,3,0,0,4,3,5,12
4,Sierra Calhoun,16,1,6,.167,0,3,.000,1,3,.333,0,0,,3,2,5,1,0,0,3,3,3
6,Asia Doss,26,5,7,.714,2,3,.667,3,4,.750,2,4,.500,0,1,1,6,1,1,1,1,15
7,Alexa Hart,23,4,6,.667,4,6,.667,0,0,,0,0,,3,2,5,0,0,3,1,2,8
8,Linnae Harper,18,1,5,.200,1,3,.333,0,2,.000,0,0,,1,2,3,0,2,0,2,0,2
9,Makayla Waterman,15,1,2,.500,1,2,.500,0,0,,1,3,.333,0,3,3,3,0,0,2,3,3
10,School Totals,200,27,63,.429,19,43,.442,8,20,.400,8,15,.533,9,29,38,21,4,9,19,21,70
