,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Iowa State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Hallie Christofferson,39,5,10,.500,3,4,.750,2,6,.333,6,7,.857,2,9,11,0,0,0,6,2,18
1,Brynn Williamson,38,5,12,.417,0,0,,5,12,.417,2,2,1.000,0,4,4,1,0,1,2,1,17
2,Nikki Moody,38,2,5,.400,1,3,.333,1,2,.500,4,4,1.000,0,7,7,11,0,0,5,1,9
3,Chelsea Poppens,30,8,9,.889,7,8,.875,1,1,1.000,2,2,1.000,2,6,8,0,1,1,3,4,19
4,Anna Prins,25,3,6,.500,3,4,.750,0,2,.000,3,3,1.000,2,2,4,1,0,1,2,4,9
6,Nicole (Kidd) Blaskowsky,28,0,2,.000,0,0,,0,2,.000,0,0,,0,4,4,2,0,0,2,0,0
7,Fallon Ellis,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0
8,Amanda Zimmerman,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
9,School Totals,200,23,44,.523,14,19,.737,9,25,.360,17,18,.944,6,33,39,15,1,3,21,12,72
