,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Hallie Christofferson,39,.675,.600,.600,.700,9.8,20.5,17.1,0.0,0.0,0.0,31.4,26.8,97,86,
1,Brynn Williamson,38,.656,.625,1.000,.167,0.0,9.4,6.4,5.9,0.0,2.3,13.4,21.5,118,91,
2,Nikki Moody,38,.652,.500,.400,.800,0.0,16.4,11.2,55.4,0.0,0.0,42.5,17.0,118,88,
3,Chelsea Poppens,30,.955,.944,.111,.222,12.7,17.8,16.2,0.0,1.9,3.0,23.3,23.6,136,81,
4,Anna Prins,25,.606,.500,.333,.500,15.2,7.1,9.7,8.8,0.0,3.6,21.5,20.4,114,91,
6,Nicole (Kidd) Blaskowsky,28,.000,.000,1.000,.000,0.0,12.7,8.7,12.4,0.0,0.0,50.0,7.8,37,91,
7,Fallon Ellis,2,,,,,0.0,44.4,30.3,0.0,0.0,0.0,100.0,27.4,0,71,
8,Amanda Zimmerman,0,,,,,,,,,,,,,,,
9,School Totals,200,.685,.625,.568,.409,28.6,73.3,59.1,65.2,1.4,6.7,28.6,100.0,102.9,85.7,
