,South Carolina ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Aliyah Boston,8,13,8,12,0,1,12,13,12,10,2,1,1,3,2,28,0.9230769230769231,0.6666666666666666
1,Destanni Henderson,5,17,2,7,3,10,0,0,0,1,0,1,0,2,3,13,0.0,0.0
2,Zia Cooke,6,17,3,10,3,7,0,1,0,0,2,2,0,3,3,15,0.0,0.6666666666666666
3,Victaria Saxton,2,6,2,6,0,0,2,4,7,7,0,1,2,2,1,6,0.3333333333333333,0.0
4,Brea Beal,0,6,0,6,0,0,0,0,1,1,4,0,0,0,4,0,0.0,0.0
11,School Totals,23,69,16,50,7,19,16,22,25,23,8,5,5,14,17,69,0.2318840579710145,0.5714285714285714
