,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Duquesne ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,April Robinson,38,5,12,.417,0,0,,5,12,.417,1,1,1.000,2,4,6,4,0,0,4,3,16
1,Amadea Szamosi,37,1,11,.091,1,7,.143,0,4,.000,0,2,.000,3,2,5,0,1,0,0,2,2
2,Deva'Nyar Workman,36,7,22,.318,7,17,.412,0,5,.000,3,3,1.000,4,2,6,3,1,1,2,1,17
3,Kadri-Ann Lass,33,4,11,.364,2,8,.250,2,3,.667,0,0,,1,3,4,0,0,0,2,2,10
4,Emilie Gronas,24,1,3,.333,0,1,.000,1,2,.500,0,0,,0,3,3,1,1,0,1,2,3
6,Chassidy Omogrosso,16,0,2,.000,0,1,.000,0,1,.000,0,0,,0,2,2,0,1,0,2,0,0
7,Angela Staffileno,5,0,2,.000,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,2,0
8,Brianna Thomas,3,0,0,,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0
9,Julijana Vojinovic,3,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,1,0,0
10,Eniko Kuttor,2,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3
11,Conor Richardson,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
12,Erin Waskowiak,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
13,School Totals,200,19,65,.292,10,35,.286,9,30,.300,4,6,.667,11,16,27,8,4,1,12,14,51
