,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Washington ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kelsey Plum,36,10,20,.500,9,13,.692,1,7,.143,8,8,1.000,0,5,5,1,0,0,1,1,29
1,Chantel Osahor,36,7,14,.500,5,8,.625,2,6,.333,0,1,.000,5,14,19,3,1,1,0,3,16
2,Natalie Romeo,33,4,11,.364,1,3,.333,3,8,.375,0,0,,0,2,2,0,1,0,0,2,11
3,Aari McDonald,28,6,11,.545,6,9,.667,0,2,.000,3,4,.750,3,4,7,2,3,1,1,2,15
4,Katie Collier,22,1,4,.250,1,4,.250,0,0,,2,2,1.000,2,1,3,1,1,1,2,3,4
6,Hannah Johnson,13,1,3,.333,1,3,.333,0,0,,3,4,.750,2,1,3,1,0,0,0,2,5
7,Heather Corral,12,1,7,.143,0,2,.000,1,5,.200,0,0,,0,4,4,0,2,0,1,1,3
8,Deja Strother,6,0,1,.000,0,1,.000,0,0,,2,2,1.000,0,0,0,0,0,1,1,2,2
9,Amber Melgoza,4,1,3,.333,1,3,.333,0,0,,1,2,.500,1,0,1,0,0,0,0,0,3
10,Mai-Loni Henson,4,0,1,.000,0,1,.000,0,0,,1,2,.500,0,0,0,0,0,0,0,0,1
11,Mackenzie Wieburg,3,0,1,.000,0,0,,0,1,.000,2,2,1.000,0,0,0,0,1,0,0,0,2
12,Jenna Moser,3,0,0,,0,0,,0,0,,0,0,,0,3,3,0,0,0,0,0,0
13,School Totals,200,31,76,.408,24,47,.511,7,29,.241,22,27,.815,13,34,47,8,9,4,6,16,91
