,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,St. John's ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Nadirah McKenith,44,5,7,.714,5,7,.714,0,0,,5,6,.833,3,3,6,6,0,0,6,3,15
1,Da'Shena Stevens,36,5,14,.357,5,14,.357,0,0,,4,8,.500,4,6,10,2,0,1,1,1,14
2,Shenneika Smith,34,4,16,.250,4,16,.250,0,0,,2,2,1.000,4,2,6,1,3,1,2,0,10
3,Joy McCorvey,30,4,5,.800,4,5,.800,0,0,,5,6,.833,1,1,2,0,2,0,3,3,13
4,Sky Lindsay,18,2,4,.500,2,4,.500,0,0,,0,0,,1,2,3,1,0,0,1,0,4
6,Kelly McManmon,31,1,4,.250,1,1,1.000,0,3,.000,0,0,,1,0,1,1,1,0,0,0,2
7,Centhya Hart,22,2,8,.250,2,8,.250,0,0,,1,2,.500,2,1,3,0,1,0,1,5,5
8,Eugeneia McPherson,10,1,4,.250,1,3,.333,0,1,.000,0,0,,0,1,1,0,0,0,2,2,2
9,School Totals,225,24,62,.387,24,58,.414,0,4,.000,17,24,.708,16,16,32,11,7,2,16,14,65
